Date,Player,Player_Type,Target,Line,Over_Price,Under_Price,Bookmaker,Provider,Market_Player_Norm,Market_Fetched_At_UTC,Market_Event_ID,Market_Commence_Time_UTC,Market_Home_Team,Market_Away_Team,Market_Name
2026-04-09,Hunter Goodman,hitter,RBI,0.5,209.0,-299.0,DraftKings,covers,Hunter_Goodman,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Hunter Goodman,hitter,RBI,0.5,185.0,,FanDuel,covers,Hunter_Goodman,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Mickey Moniak,hitter,RBI,0.5,180.0,-250.0,BetMGM,covers,Mickey_Moniak,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Mickey Moniak,hitter,RBI,0.5,119.0,-265.0,Caesars,covers,Mickey_Moniak,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Mickey Moniak,hitter,RBI,0.5,187.0,-258.0,DraftKings,covers,Mickey_Moniak,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Mickey Moniak,hitter,RBI,0.5,185.0,,FanDuel,covers,Mickey_Moniak,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jackson Merrill,hitter,RBI,0.5,130.0,-175.0,BetMGM,covers,Jackson_Merrill,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jackson Merrill,hitter,RBI,0.5,102.0,-182.0,Caesars,covers,Jackson_Merrill,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jackson Merrill,hitter,RBI,0.5,146.0,-204.0,DraftKings,covers,Jackson_Merrill,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jackson Merrill,hitter,RBI,0.5,135.0,,FanDuel,covers,Jackson_Merrill,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Fernando Tatis Jr.,hitter,RBI,0.5,165.0,-220.0,BetMGM,covers,Fernando_Tatis_Jr,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Fernando Tatis Jr.,hitter,RBI,0.5,110.0,-218.0,Caesars,covers,Fernando_Tatis_Jr,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Fernando Tatis Jr.,hitter,RBI,0.5,152.0,-212.0,DraftKings,covers,Fernando_Tatis_Jr,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Fernando Tatis Jr.,hitter,RBI,0.5,165.0,,FanDuel,covers,Fernando_Tatis_Jr,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Manny Machado,hitter,RBI,0.5,140.0,-190.0,BetMGM,covers,Manny_Machado,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Manny Machado,hitter,RBI,0.5,102.0,-190.0,Caesars,covers,Manny_Machado,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Manny Machado,hitter,RBI,0.5,145.0,-202.0,DraftKings,covers,Manny_Machado,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Manny Machado,hitter,RBI,0.5,140.0,,FanDuel,covers,Manny_Machado,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Edouard Julien,hitter,RBI,0.5,260.0,-375.0,BetMGM,covers,Edouard_Julien,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Edouard Julien,hitter,RBI,0.5,147.0,-360.0,Caesars,covers,Edouard_Julien,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Edouard Julien,hitter,RBI,0.5,274.0,-395.0,DraftKings,covers,Edouard_Julien,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Edouard Julien,hitter,RBI,0.5,220.0,,FanDuel,covers,Edouard_Julien,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Miguel Andujar,hitter,RBI,0.5,121.0,-280.0,Caesars,covers,Miguel_Andujar,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Miguel Andujar,hitter,RBI,0.5,179.0,-253.0,DraftKings,covers,Miguel_Andujar,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake McCarthy,hitter,RBI,0.5,150.0,-391.0,Caesars,covers,Jake_McCarthy,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake McCarthy,hitter,RBI,0.5,280.0,-412.0,DraftKings,covers,Jake_McCarthy,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake McCarthy,hitter,RBI,0.5,250.0,,FanDuel,covers,Jake_McCarthy,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Freddy Fermin,hitter,RBI,0.5,250.0,-375.0,BetMGM,covers,Freddy_Fermin,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Freddy Fermin,hitter,RBI,0.5,147.0,-380.0,Caesars,covers,Freddy_Fermin,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Freddy Fermin,hitter,RBI,0.5,284.0,-417.0,DraftKings,covers,Freddy_Fermin,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Freddy Fermin,hitter,RBI,0.5,250.0,,FanDuel,covers,Freddy_Fermin,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ty France,hitter,RBI,0.5,140.0,-325.0,Caesars,covers,Ty_France,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ty France,hitter,RBI,0.5,244.0,-353.0,DraftKings,covers,Ty_France,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ty France,hitter,RBI,0.5,230.0,,FanDuel,covers,Ty_France,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Nick Castellanos,hitter,RBI,0.5,200.0,-275.0,BetMGM,covers,Nick_Castellanos,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Nick Castellanos,hitter,RBI,0.5,126.0,-275.0,Caesars,covers,Nick_Castellanos,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Nick Castellanos,hitter,RBI,0.5,209.0,-287.0,DraftKings,covers,Nick_Castellanos,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Nick Castellanos,hitter,RBI,0.5,200.0,,FanDuel,covers,Nick_Castellanos,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,TJ Rumfield,hitter,RBI,0.5,230.0,-325.0,BetMGM,covers,TJ_Rumfield,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,TJ Rumfield,hitter,RBI,0.5,147.0,,Caesars,covers,TJ_Rumfield,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,TJ Rumfield,hitter,RBI,0.5,267.0,-394.0,DraftKings,covers,TJ_Rumfield,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,TJ Rumfield,hitter,RBI,0.5,240.0,,FanDuel,covers,TJ_Rumfield,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Willi Castro,hitter,RBI,0.5,260.0,-375.0,BetMGM,covers,Willi_Castro,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Willi Castro,hitter,RBI,0.5,150.0,-400.0,Caesars,covers,Willi_Castro,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Willi Castro,hitter,RBI,0.5,265.0,-388.0,DraftKings,covers,Willi_Castro,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Willi Castro,hitter,RBI,0.5,260.0,,FanDuel,covers,Willi_Castro,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ramon Laureano,hitter,RBI,0.5,175.0,-235.0,BetMGM,covers,Ramon_Laureano,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ramon Laureano,hitter,RBI,0.5,113.0,-235.0,Caesars,covers,Ramon_Laureano,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ramon Laureano,hitter,RBI,0.5,171.0,-242.0,DraftKings,covers,Ramon_Laureano,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ramon Laureano,hitter,RBI,0.5,170.0,,FanDuel,covers,Ramon_Laureano,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Brenton Doyle,hitter,RBI,0.5,250.0,-350.0,BetMGM,covers,Brenton_Doyle,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Brenton Doyle,hitter,RBI,0.5,143.0,-360.0,Caesars,covers,Brenton_Doyle,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Brenton Doyle,hitter,RBI,0.5,278.0,-410.0,DraftKings,covers,Brenton_Doyle,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Brenton Doyle,hitter,RBI,0.5,250.0,,FanDuel,covers,Brenton_Doyle,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Gavin Sheets,hitter,RBI,0.5,180.0,-250.0,BetMGM,covers,Gavin_Sheets,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Gavin Sheets,hitter,RBI,0.5,119.0,-250.0,Caesars,covers,Gavin_Sheets,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Gavin Sheets,hitter,RBI,0.5,197.0,-280.0,DraftKings,covers,Gavin_Sheets,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Gavin Sheets,hitter,RBI,0.5,185.0,,FanDuel,covers,Gavin_Sheets,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake Cronenworth,hitter,RBI,0.5,200.0,-285.0,BetMGM,covers,Jake_Cronenworth,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake Cronenworth,hitter,RBI,0.5,131.0,-310.0,Caesars,covers,Jake_Cronenworth,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake Cronenworth,hitter,RBI,0.5,216.0,-310.0,DraftKings,covers,Jake_Cronenworth,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Jake Cronenworth,hitter,RBI,0.5,220.0,,FanDuel,covers,Jake_Cronenworth,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Troy Johnston,hitter,RBI,0.5,230.0,-325.0,BetMGM,covers,Troy_Johnston,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Troy Johnston,hitter,RBI,0.5,140.0,-360.0,Caesars,covers,Troy_Johnston,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Troy Johnston,hitter,RBI,0.5,266.0,-389.0,DraftKings,covers,Troy_Johnston,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Troy Johnston,hitter,RBI,0.5,220.0,,FanDuel,covers,Troy_Johnston,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Xander Bogaerts,hitter,RBI,0.5,180.0,-250.0,BetMGM,covers,Xander_Bogaerts,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Xander Bogaerts,hitter,RBI,0.5,121.0,-260.0,Caesars,covers,Xander_Bogaerts,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Xander Bogaerts,hitter,RBI,0.5,202.0,-288.0,DraftKings,covers,Xander_Bogaerts,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Xander Bogaerts,hitter,RBI,0.5,190.0,,FanDuel,covers,Xander_Bogaerts,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ezequiel Tovar,hitter,RBI,0.5,230.0,-325.0,BetMGM,covers,Ezequiel_Tovar,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ezequiel Tovar,hitter,RBI,0.5,136.0,-325.0,Caesars,covers,Ezequiel_Tovar,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ezequiel Tovar,hitter,RBI,0.5,240.0,-347.0,DraftKings,covers,Ezequiel_Tovar,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Ezequiel Tovar,hitter,RBI,0.5,230.0,,FanDuel,covers,Ezequiel_Tovar,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Tyler Freeman,hitter,RBI,0.5,303.0,-450.0,DraftKings,covers,Tyler_Freeman,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Kyle Karros,hitter,RBI,0.5,300.0,-450.0,BetMGM,covers,Kyle_Karros,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Kyle Karros,hitter,RBI,0.5,159.0,-441.0,Caesars,covers,Kyle_Karros,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Kyle Karros,hitter,RBI,0.5,314.0,-476.0,DraftKings,covers,Kyle_Karros,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Kyle Karros,hitter,RBI,0.5,310.0,,FanDuel,covers,Kyle_Karros,2026-04-10T01:12:42Z,368270,,,,Total RBIs
2026-04-09,Randy Vasquez,pitcher,K,4.5,-150.0,,BetMGM,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Strikeouts Thrown
2026-04-09,Randy Vasquez,pitcher,K,4.5,-154.0,110.0,Caesars,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Strikeouts Thrown
2026-04-09,Randy Vasquez,pitcher,K,4.5,-126.0,-101.0,DraftKings,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Strikeouts Thrown
2026-04-09,Randy Vasquez,pitcher,K,4.5,-144.0,108.0,FanDuel,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Strikeouts Thrown
2026-04-09,Randy Vasquez,pitcher,ER,2.5,125.0,-175.0,BetMGM,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Earned Runs Allowed
2026-04-09,Randy Vasquez,pitcher,ER,2.5,128.0,-170.0,Caesars,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Earned Runs Allowed
2026-04-09,Randy Vasquez,pitcher,ER,2.5,118.0,-157.0,DraftKings,covers,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,Earned Runs Allowed
2026-04-09,Jonathan Aranda,hitter,H,0.5,-192.0,143.0,DraftKings,covers,Jonathan_Aranda,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jonathan Aranda,hitter,H,0.5,-210.0,,FanDuel,covers,Jonathan_Aranda,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jake Fraley,hitter,H,0.5,-144.0,109.0,DraftKings,covers,Jake_Fraley,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jake Fraley,hitter,H,0.5,-140.0,,FanDuel,covers,Jake_Fraley,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Taylor Walls,hitter,H,0.5,-108.0,-122.0,DraftKings,covers,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Taylor Walls,hitter,H,0.5,-110.0,,FanDuel,covers,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Cedric Mullins,hitter,H,0.5,-120.0,-110.0,DraftKings,covers,Cedric_Mullins,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Cedric Mullins,hitter,H,0.5,-125.0,,FanDuel,covers,Cedric_Mullins,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Yandy Diaz,hitter,H,0.5,-232.0,172.0,DraftKings,covers,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Yandy Diaz,hitter,H,0.5,-230.0,,FanDuel,covers,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Nick Fortes,hitter,H,0.5,-143.0,107.0,DraftKings,covers,Nick_Fortes,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Nick Fortes,hitter,H,0.5,-130.0,,FanDuel,covers,Nick_Fortes,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Richie Palacios,hitter,H,0.5,-127.0,-102.0,DraftKings,covers,Richie_Palacios,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Junior Caminero,hitter,H,0.5,-177.0,132.0,DraftKings,covers,Junior_Caminero,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Junior Caminero,hitter,H,0.5,-185.0,,FanDuel,covers,Junior_Caminero,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Chandler Simpson,hitter,H,0.5,-239.0,177.0,DraftKings,covers,Chandler_Simpson,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Chandler Simpson,hitter,H,0.5,-250.0,,FanDuel,covers,Chandler_Simpson,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Ben Williamson,hitter,H,0.5,-165.0,,FanDuel,covers,Ben_Williamson,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Giancarlo Stanton,hitter,H,0.5,-212.0,153.0,DraftKings,covers,Giancarlo_Stanton,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Giancarlo Stanton,hitter,H,0.5,-210.0,,FanDuel,covers,Giancarlo_Stanton,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Amed Rosario,hitter,H,0.5,-224.0,166.0,DraftKings,covers,Amed_Rosario,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Paul Goldschmidt,hitter,H,0.5,-259.0,190.0,DraftKings,covers,Paul_Goldschmidt,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Randal Grichuk,hitter,H,0.5,-158.0,119.0,DraftKings,covers,Randal_Grichuk,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Cody Bellinger,hitter,H,0.5,-242.0,179.0,DraftKings,covers,Cody_Bellinger,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Cody Bellinger,hitter,H,0.5,-210.0,,FanDuel,covers,Cody_Bellinger,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jazz Chisholm Jr.,hitter,H,0.5,-193.0,144.0,DraftKings,covers,Jazz_Chisholm_Jr,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jazz Chisholm Jr.,hitter,H,0.5,-180.0,,FanDuel,covers,Jazz_Chisholm_Jr,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jose Caballero,hitter,H,0.5,-126.0,-105.0,DraftKings,covers,Jose_Caballero,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jose Caballero,hitter,H,0.5,-175.0,,FanDuel,covers,Jose_Caballero,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Austin Wells,hitter,H,0.5,-132.0,101.0,DraftKings,covers,Austin_Wells,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Austin Wells,hitter,H,0.5,-145.0,,FanDuel,covers,Austin_Wells,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Ben Rice,hitter,H,0.5,-210.0,,FanDuel,covers,Ben_Rice,2026-04-10T01:12:42Z,367971,,,,Total Hits
2026-04-09,Jonathan Aranda,hitter,HR,0.5,526.0,,DraftKings,covers,Jonathan_Aranda,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jonathan Aranda,hitter,HR,0.5,430.0,,FanDuel,covers,Jonathan_Aranda,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jake Fraley,hitter,HR,0.5,790.0,,DraftKings,covers,Jake_Fraley,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jake Fraley,hitter,HR,0.5,760.0,,FanDuel,covers,Jake_Fraley,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Taylor Walls,hitter,HR,0.5,1020.0,,DraftKings,covers,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Taylor Walls,hitter,HR,0.5,1040.0,,FanDuel,covers,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Cedric Mullins,hitter,HR,0.5,780.0,,DraftKings,covers,Cedric_Mullins,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Cedric Mullins,hitter,HR,0.5,680.0,,FanDuel,covers,Cedric_Mullins,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Yandy Diaz,hitter,HR,0.5,640.0,,DraftKings,covers,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Yandy Diaz,hitter,HR,0.5,540.0,,FanDuel,covers,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Nick Fortes,hitter,HR,0.5,1020.0,,DraftKings,covers,Nick_Fortes,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Nick Fortes,hitter,HR,0.5,1120.0,,FanDuel,covers,Nick_Fortes,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Richie Palacios,hitter,HR,0.5,800.0,,DraftKings,covers,Richie_Palacios,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Junior Caminero,hitter,HR,0.5,385.0,,DraftKings,covers,Junior_Caminero,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Junior Caminero,hitter,HR,0.5,360.0,,FanDuel,covers,Junior_Caminero,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Chandler Simpson,hitter,HR,0.5,1840.0,,DraftKings,covers,Chandler_Simpson,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Chandler Simpson,hitter,HR,0.5,1500.0,,FanDuel,covers,Chandler_Simpson,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Aaron Judge,hitter,HR,0.5,240.0,,DraftKings,covers,Aaron_Judge,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Aaron Judge,hitter,HR,0.5,210.0,,FanDuel,covers,Aaron_Judge,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Giancarlo Stanton,hitter,HR,0.5,337.0,,DraftKings,covers,Giancarlo_Stanton,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Giancarlo Stanton,hitter,HR,0.5,340.0,,FanDuel,covers,Giancarlo_Stanton,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Cody Bellinger,hitter,HR,0.5,930.0,,DraftKings,covers,Cody_Bellinger,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Cody Bellinger,hitter,HR,0.5,980.0,,FanDuel,covers,Cody_Bellinger,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jazz Chisholm Jr.,hitter,HR,0.5,820.0,,DraftKings,covers,Jazz_Chisholm_Jr,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jazz Chisholm Jr.,hitter,HR,0.5,880.0,,FanDuel,covers,Jazz_Chisholm_Jr,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jose Caballero,hitter,HR,0.5,1040.0,,DraftKings,covers,Jose_Caballero,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jose Caballero,hitter,HR,0.5,1120.0,,FanDuel,covers,Jose_Caballero,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Austin Wells,hitter,HR,0.5,850.0,,DraftKings,covers,Austin_Wells,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Austin Wells,hitter,HR,0.5,920.0,,FanDuel,covers,Austin_Wells,2026-04-10T01:12:42Z,367971,,,,Total Home Runs
2026-04-09,Jonathan Aranda,hitter,RBI,0.5,210.0,,DraftKings,covers,Jonathan_Aranda,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jonathan Aranda,hitter,RBI,0.5,175.0,,FanDuel,covers,Jonathan_Aranda,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jake Fraley,hitter,RBI,0.5,250.0,,DraftKings,covers,Jake_Fraley,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jake Fraley,hitter,RBI,0.5,220.0,,FanDuel,covers,Jake_Fraley,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Taylor Walls,hitter,RBI,0.5,297.0,,DraftKings,covers,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Taylor Walls,hitter,RBI,0.5,290.0,,FanDuel,covers,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Cedric Mullins,hitter,RBI,0.5,251.0,,DraftKings,covers,Cedric_Mullins,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Cedric Mullins,hitter,RBI,0.5,220.0,,FanDuel,covers,Cedric_Mullins,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Yandy Diaz,hitter,RBI,0.5,219.0,,DraftKings,covers,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Yandy Diaz,hitter,RBI,0.5,195.0,,FanDuel,covers,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Nick Fortes,hitter,RBI,0.5,257.0,,DraftKings,covers,Nick_Fortes,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Nick Fortes,hitter,RBI,0.5,260.0,,FanDuel,covers,Nick_Fortes,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Richie Palacios,hitter,RBI,0.5,248.0,,DraftKings,covers,Richie_Palacios,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Junior Caminero,hitter,RBI,0.5,164.0,,DraftKings,covers,Junior_Caminero,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Junior Caminero,hitter,RBI,0.5,150.0,,FanDuel,covers,Junior_Caminero,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Chandler Simpson,hitter,RBI,0.5,251.0,,DraftKings,covers,Chandler_Simpson,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Chandler Simpson,hitter,RBI,0.5,210.0,,FanDuel,covers,Chandler_Simpson,2026-04-10T01:12:42Z,367971,,,,Total RBIs
