Date,Player,Player_Type,Target,Line,Over_Price,Under_Price,Bookmaker,Provider,Market_Player_Norm,Market_Fetched_At_UTC,Market_Event_ID,Market_Commence_Time_UTC,Market_Home_Team,Market_Away_Team,Market_Name
2026-04-09,Ben Williamson,hitter,RBI,0.5,260.0,,FanDuel,covers,Ben_Williamson,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Aaron Judge,hitter,RBI,0.5,119.0,,DraftKings,covers,Aaron_Judge,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Aaron Judge,hitter,RBI,0.5,105.0,,FanDuel,covers,Aaron_Judge,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Giancarlo Stanton,hitter,RBI,0.5,132.0,,DraftKings,covers,Giancarlo_Stanton,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Giancarlo Stanton,hitter,RBI,0.5,135.0,,FanDuel,covers,Giancarlo_Stanton,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Amed Rosario,hitter,RBI,0.5,187.0,,DraftKings,covers,Amed_Rosario,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Randal Grichuk,hitter,RBI,0.5,198.0,,DraftKings,covers,Randal_Grichuk,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Cody Bellinger,hitter,RBI,0.5,201.0,,DraftKings,covers,Cody_Bellinger,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Cody Bellinger,hitter,RBI,0.5,190.0,,FanDuel,covers,Cody_Bellinger,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jazz Chisholm Jr.,hitter,RBI,0.5,223.0,,DraftKings,covers,Jazz_Chisholm_Jr,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jazz Chisholm Jr.,hitter,RBI,0.5,210.0,,FanDuel,covers,Jazz_Chisholm_Jr,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jose Caballero,hitter,RBI,0.5,273.0,,DraftKings,covers,Jose_Caballero,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Jose Caballero,hitter,RBI,0.5,210.0,,FanDuel,covers,Jose_Caballero,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Austin Wells,hitter,RBI,0.5,254.0,,DraftKings,covers,Austin_Wells,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Austin Wells,hitter,RBI,0.5,220.0,,FanDuel,covers,Austin_Wells,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Ben Rice,hitter,RBI,0.5,135.0,,FanDuel,covers,Ben_Rice,2026-04-10T01:12:42Z,367971,,,,Total RBIs
2026-04-09,Steven Matz,pitcher,K,4.5,-111.0,-115.0,DraftKings,covers,Steven_Matz,2026-04-10T01:12:42Z,367971,,,,Strikeouts Thrown
2026-04-09,Steven Matz,pitcher,K,4.5,-112.0,-118.0,FanDuel,covers,Steven_Matz,2026-04-10T01:12:42Z,367971,,,,Strikeouts Thrown
2026-04-09,Luis Gil,pitcher,K,4.5,106.0,-135.0,DraftKings,covers,Luis_Gil,2026-04-10T01:12:42Z,367971,,,,Strikeouts Thrown
2026-04-09,Luis Gil,pitcher,K,4.5,-110.0,-120.0,FanDuel,covers,Luis_Gil,2026-04-10T01:12:42Z,367971,,,,Strikeouts Thrown
2026-04-09,Matt Chapman,hitter,H,0.5,-192.0,141.0,DraftKings,covers,Matt_Chapman,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Willy Adames,hitter,H,0.5,-192.0,144.0,DraftKings,covers,Willy_Adames,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Rafael Devers,hitter,H,0.5,-183.0,137.0,DraftKings,covers,Rafael_Devers,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Harrison Bader,hitter,H,0.5,-166.0,124.0,DraftKings,covers,Harrison_Bader,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Heliot Ramos,hitter,H,0.5,-207.0,154.0,DraftKings,covers,Heliot_Ramos,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Jerar Encarnacion,hitter,H,0.5,-177.0,132.0,DraftKings,covers,Jerar_Encarnacion,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Patrick Bailey,hitter,H,0.5,-140.0,106.0,DraftKings,covers,Patrick_Bailey,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Jung Hoo Lee,hitter,H,0.5,-203.0,151.0,DraftKings,covers,Jung_Hoo_Lee,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Pete Alonso,hitter,H,0.5,-253.0,186.0,DraftKings,covers,Pete_Alonso,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Taylor Ward,hitter,H,0.5,-197.0,147.0,DraftKings,covers,Taylor_Ward,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Jeremiah Jackson,hitter,H,0.5,-185.0,138.0,DraftKings,covers,Jeremiah_Jackson,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Adley Rutschman,hitter,H,0.5,-219.0,160.0,DraftKings,covers,Adley_Rutschman,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Coby Mayo,hitter,H,0.5,-153.0,116.0,DraftKings,covers,Coby_Mayo,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Gunnar Henderson,hitter,H,0.5,-242.0,178.0,DraftKings,covers,Gunnar_Henderson,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Colton Cowser,hitter,H,0.5,-153.0,115.0,DraftKings,covers,Colton_Cowser,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Dylan Beavers,hitter,H,0.5,-163.0,123.0,DraftKings,covers,Dylan_Beavers,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Samuel Basallo,hitter,H,0.5,-208.0,151.0,DraftKings,covers,Samuel_Basallo,2026-04-10T01:12:42Z,368431,,,,Total Hits
2026-04-09,Matt Chapman,hitter,HR,0.5,409.0,,DraftKings,covers,Matt_Chapman,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Willy Adames,hitter,HR,0.5,426.0,,DraftKings,covers,Willy_Adames,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Rafael Devers,hitter,HR,0.5,326.0,,DraftKings,covers,Rafael_Devers,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Harrison Bader,hitter,HR,0.5,660.0,,DraftKings,covers,Harrison_Bader,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Heliot Ramos,hitter,HR,0.5,540.0,,DraftKings,covers,Heliot_Ramos,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Luis Arraez,hitter,HR,0.5,660.0,,DraftKings,covers,Luis_Arraez,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Jerar Encarnacion,hitter,HR,0.5,485.0,,DraftKings,covers,Jerar_Encarnacion,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Patrick Bailey,hitter,HR,0.5,690.0,,DraftKings,covers,Patrick_Bailey,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Jung Hoo Lee,hitter,HR,0.5,650.0,,DraftKings,covers,Jung_Hoo_Lee,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Pete Alonso,hitter,HR,0.5,378.0,,DraftKings,covers,Pete_Alonso,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Taylor Ward,hitter,HR,0.5,560.0,,DraftKings,covers,Taylor_Ward,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Adley Rutschman,hitter,HR,0.5,630.0,,DraftKings,covers,Adley_Rutschman,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Coby Mayo,hitter,HR,0.5,780.0,,DraftKings,covers,Coby_Mayo,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Gunnar Henderson,hitter,HR,0.5,476.0,,DraftKings,covers,Gunnar_Henderson,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Dylan Beavers,hitter,HR,0.5,700.0,,DraftKings,covers,Dylan_Beavers,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Samuel Basallo,hitter,HR,0.5,565.0,,DraftKings,covers,Samuel_Basallo,2026-04-10T01:12:42Z,368431,,,,Total Home Runs
2026-04-09,Matt Chapman,hitter,RBI,0.5,168.0,,DraftKings,covers,Matt_Chapman,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Willy Adames,hitter,RBI,0.5,193.0,,DraftKings,covers,Willy_Adames,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Rafael Devers,hitter,RBI,0.5,152.0,,DraftKings,covers,Rafael_Devers,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Harrison Bader,hitter,RBI,0.5,216.0,,DraftKings,covers,Harrison_Bader,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Heliot Ramos,hitter,RBI,0.5,190.0,,DraftKings,covers,Heliot_Ramos,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Luis Arraez,hitter,RBI,0.5,204.0,,DraftKings,covers,Luis_Arraez,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Jerar Encarnacion,hitter,RBI,0.5,193.0,,DraftKings,covers,Jerar_Encarnacion,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Patrick Bailey,hitter,RBI,0.5,237.0,,DraftKings,covers,Patrick_Bailey,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Jung Hoo Lee,hitter,RBI,0.5,203.0,,DraftKings,covers,Jung_Hoo_Lee,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Pete Alonso,hitter,RBI,0.5,142.0,,DraftKings,covers,Pete_Alonso,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Taylor Ward,hitter,RBI,0.5,212.0,,DraftKings,covers,Taylor_Ward,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Adley Rutschman,hitter,RBI,0.5,179.0,,DraftKings,covers,Adley_Rutschman,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Coby Mayo,hitter,RBI,0.5,237.0,,DraftKings,covers,Coby_Mayo,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Gunnar Henderson,hitter,RBI,0.5,187.0,,DraftKings,covers,Gunnar_Henderson,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Colton Cowser,hitter,RBI,0.5,224.0,,DraftKings,covers,Colton_Cowser,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Dylan Beavers,hitter,RBI,0.5,228.0,,DraftKings,covers,Dylan_Beavers,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Samuel Basallo,hitter,RBI,0.5,180.0,,DraftKings,covers,Samuel_Basallo,2026-04-10T01:12:42Z,368431,,,,Total RBIs
2026-04-09,Landen Roupp,pitcher,K,5.5,-109.0,-117.0,DraftKings,covers,Landen_Roupp,2026-04-10T01:12:42Z,368431,,,,Strikeouts Thrown
2026-04-09,Shane Baz,pitcher,K,5.5,-111.0,-115.0,DraftKings,covers,Shane_Baz,2026-04-10T01:12:42Z,368431,,,,Strikeouts Thrown
2026-04-09,Ronald Acuna Jr.,hitter,H,0.5,-288.0,,DraftKings,covers,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Ronald Acuna Jr.,hitter,H,0.5,-319.0,,FanDuel,covers,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Mike Yastrzemski,hitter,H,0.5,-151.0,114.0,DraftKings,covers,Mike_Yastrzemski,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Mike Yastrzemski,hitter,H,0.5,-170.0,,FanDuel,covers,Mike_Yastrzemski,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Dominic Smith,hitter,H,0.5,-171.0,128.0,DraftKings,covers,Dominic_Smith,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Dominic Smith,hitter,H,0.5,-175.0,,FanDuel,covers,Dominic_Smith,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Mauricio Dubon,hitter,H,0.5,-174.0,130.0,DraftKings,covers,Mauricio_Dubon,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Mauricio Dubon,hitter,H,0.5,-175.0,,FanDuel,covers,Mauricio_Dubon,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Ozzie Albies,hitter,H,0.5,-168.0,126.0,DraftKings,covers,Ozzie_Albies,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Ozzie Albies,hitter,H,0.5,-180.0,,FanDuel,covers,Ozzie_Albies,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Austin Riley,hitter,H,0.5,-215.0,160.0,DraftKings,covers,Austin_Riley,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Austin Riley,hitter,H,0.5,-260.0,,FanDuel,covers,Austin_Riley,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Matt Olson,hitter,H,0.5,-206.0,154.0,DraftKings,covers,Matt_Olson,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Matt Olson,hitter,H,0.5,-200.0,,FanDuel,covers,Matt_Olson,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Michael Harris II,hitter,H,0.5,-200.0,148.0,DraftKings,covers,Michael_Harris_II,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Michael Harris II,hitter,H,0.5,-220.0,,FanDuel,covers,Michael_Harris_II,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Rhys Hoskins,hitter,H,0.5,-138.0,102.0,DraftKings,covers,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Rhys Hoskins,hitter,H,0.5,-155.0,,FanDuel,covers,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Jose Ramirez,hitter,H,0.5,-244.0,182.0,DraftKings,covers,Jose_Ramirez,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Jose Ramirez,hitter,H,0.5,-300.0,,FanDuel,covers,Jose_Ramirez,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Brayan Rocchio,hitter,H,0.5,-147.0,111.0,DraftKings,covers,Brayan_Rocchio,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Brayan Rocchio,hitter,H,0.5,-155.0,,FanDuel,covers,Brayan_Rocchio,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Steven Kwan,hitter,H,0.5,-271.0,195.0,DraftKings,covers,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Steven Kwan,hitter,H,0.5,-250.0,,FanDuel,covers,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Daniel Schneemann,hitter,H,0.5,-126.0,-104.0,DraftKings,covers,Daniel_Schneemann,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Bo Naylor,hitter,H,0.5,-155.0,117.0,DraftKings,covers,Bo_Naylor,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Bo Naylor,hitter,H,0.5,-170.0,,FanDuel,covers,Bo_Naylor,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Kyle Manzardo,hitter,H,0.5,-164.0,123.0,DraftKings,covers,Kyle_Manzardo,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Kyle Manzardo,hitter,H,0.5,-170.0,,FanDuel,covers,Kyle_Manzardo,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Chase DeLauter,hitter,H,0.5,-215.0,160.0,DraftKings,covers,Chase_DeLauter,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Chase DeLauter,hitter,H,0.5,-220.0,,FanDuel,covers,Chase_DeLauter,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,CJ Kayfus,hitter,H,0.5,-128.0,-103.0,DraftKings,covers,CJ_Kayfus,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,CJ Kayfus,hitter,H,0.5,-190.0,,FanDuel,covers,CJ_Kayfus,2026-04-10T01:12:42Z,369780,,,,Total Hits
2026-04-09,Ronald Acuna Jr.,hitter,HR,0.5,439.0,,DraftKings,covers,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Ronald Acuna Jr.,hitter,HR,0.5,330.0,,FanDuel,covers,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Mike Yastrzemski,hitter,HR,0.5,477.0,,DraftKings,covers,Mike_Yastrzemski,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Mike Yastrzemski,hitter,HR,0.5,540.0,,FanDuel,covers,Mike_Yastrzemski,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Dominic Smith,hitter,HR,0.5,569.0,,DraftKings,covers,Dominic_Smith,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Dominic Smith,hitter,HR,0.5,710.0,,FanDuel,covers,Dominic_Smith,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Mauricio Dubon,hitter,HR,0.5,710.0,,DraftKings,covers,Mauricio_Dubon,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Mauricio Dubon,hitter,HR,0.5,1200.0,,FanDuel,covers,Mauricio_Dubon,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Ozzie Albies,hitter,HR,0.5,620.0,,DraftKings,covers,Ozzie_Albies,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Ozzie Albies,hitter,HR,0.5,680.0,,FanDuel,covers,Ozzie_Albies,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Austin Riley,hitter,HR,0.5,428.0,,DraftKings,covers,Austin_Riley,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Austin Riley,hitter,HR,0.5,360.0,,FanDuel,covers,Austin_Riley,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Matt Olson,hitter,HR,0.5,314.0,,DraftKings,covers,Matt_Olson,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Matt Olson,hitter,HR,0.5,340.0,,FanDuel,covers,Matt_Olson,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Michael Harris II,hitter,HR,0.5,576.0,,DraftKings,covers,Michael_Harris_II,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Michael Harris II,hitter,HR,0.5,570.0,,FanDuel,covers,Michael_Harris_II,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Drake Baldwin,hitter,HR,0.5,420.0,,DraftKings,covers,Drake_Baldwin,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Drake Baldwin,hitter,HR,0.5,490.0,,FanDuel,covers,Drake_Baldwin,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Rhys Hoskins,hitter,HR,0.5,488.0,,DraftKings,covers,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Rhys Hoskins,hitter,HR,0.5,490.0,,FanDuel,covers,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Jose Ramirez,hitter,HR,0.5,450.0,,DraftKings,covers,Jose_Ramirez,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Jose Ramirez,hitter,HR,0.5,470.0,,FanDuel,covers,Jose_Ramirez,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Brayan Rocchio,hitter,HR,0.5,780.0,,DraftKings,covers,Brayan_Rocchio,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Brayan Rocchio,hitter,HR,0.5,1040.0,,FanDuel,covers,Brayan_Rocchio,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Steven Kwan,hitter,HR,0.5,770.0,,DraftKings,covers,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Steven Kwan,hitter,HR,0.5,1200.0,,FanDuel,covers,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Daniel Schneemann,hitter,HR,0.5,610.0,,DraftKings,covers,Daniel_Schneemann,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Bo Naylor,hitter,HR,0.5,462.0,,DraftKings,covers,Bo_Naylor,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Bo Naylor,hitter,HR,0.5,540.0,,FanDuel,covers,Bo_Naylor,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Kyle Manzardo,hitter,HR,0.5,442.0,,DraftKings,covers,Kyle_Manzardo,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Kyle Manzardo,hitter,HR,0.5,520.0,,FanDuel,covers,Kyle_Manzardo,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Chase DeLauter,hitter,HR,0.5,412.0,,DraftKings,covers,Chase_DeLauter,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Chase DeLauter,hitter,HR,0.5,680.0,,FanDuel,covers,Chase_DeLauter,2026-04-10T01:12:42Z,369780,,,,Total Home Runs
2026-04-09,Ronald Acuna Jr.,hitter,RBI,0.5,193.0,,DraftKings,covers,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Ronald Acuna Jr.,hitter,RBI,0.5,150.0,,FanDuel,covers,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Mike Yastrzemski,hitter,RBI,0.5,200.0,,DraftKings,covers,Mike_Yastrzemski,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Mike Yastrzemski,hitter,RBI,0.5,190.0,,FanDuel,covers,Mike_Yastrzemski,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Dominic Smith,hitter,RBI,0.5,207.0,,DraftKings,covers,Dominic_Smith,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Dominic Smith,hitter,RBI,0.5,220.0,,FanDuel,covers,Dominic_Smith,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Mauricio Dubon,hitter,RBI,0.5,244.0,,DraftKings,covers,Mauricio_Dubon,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Mauricio Dubon,hitter,RBI,0.5,250.0,,FanDuel,covers,Mauricio_Dubon,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Ozzie Albies,hitter,RBI,0.5,222.0,,DraftKings,covers,Ozzie_Albies,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Ozzie Albies,hitter,RBI,0.5,200.0,,FanDuel,covers,Ozzie_Albies,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Austin Riley,hitter,RBI,0.5,166.0,,DraftKings,covers,Austin_Riley,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Austin Riley,hitter,RBI,0.5,135.0,,FanDuel,covers,Austin_Riley,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Matt Olson,hitter,RBI,0.5,146.0,,DraftKings,covers,Matt_Olson,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Matt Olson,hitter,RBI,0.5,150.0,,FanDuel,covers,Matt_Olson,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Michael Harris II,hitter,RBI,0.5,207.0,,DraftKings,covers,Michael_Harris_II,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Michael Harris II,hitter,RBI,0.5,190.0,,FanDuel,covers,Michael_Harris_II,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Drake Baldwin,hitter,RBI,0.5,168.0,,DraftKings,covers,Drake_Baldwin,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Drake Baldwin,hitter,RBI,0.5,170.0,,FanDuel,covers,Drake_Baldwin,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Rhys Hoskins,hitter,RBI,0.5,210.0,,DraftKings,covers,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Rhys Hoskins,hitter,RBI,0.5,175.0,,FanDuel,covers,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Jose Ramirez,hitter,RBI,0.5,160.0,,DraftKings,covers,Jose_Ramirez,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Jose Ramirez,hitter,RBI,0.5,135.0,,FanDuel,covers,Jose_Ramirez,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Brayan Rocchio,hitter,RBI,0.5,262.0,,DraftKings,covers,Brayan_Rocchio,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Brayan Rocchio,hitter,RBI,0.5,240.0,,FanDuel,covers,Brayan_Rocchio,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Steven Kwan,hitter,RBI,0.5,236.0,,DraftKings,covers,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Steven Kwan,hitter,RBI,0.5,220.0,,FanDuel,covers,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Daniel Schneemann,hitter,RBI,0.5,247.0,,DraftKings,covers,Daniel_Schneemann,2026-04-10T01:12:42Z,369780,,,,Total RBIs
2026-04-09,Bo Naylor,hitter,RBI,0.5,211.0,,DraftKings,covers,Bo_Naylor,2026-04-10T01:12:42Z,369780,,,,Total RBIs
